embedding,embedding_size,regressor,hyperparams,seed,accuracy,tpr,tnr,precision,recall,g_mean,tn,fp,fn,tp
mxbai,64,mlp,num_layers-3_dropout-0.1,84,0.9585,0.9656,0.9514,0.9521,0.9656,0.9585,4757,243,172,4828
mxbai,64,mlp,num_layers-3_dropout-0.2,823,0.9581,0.9654,0.9508,0.9515,0.9654,0.9581,4754,246,173,4827
mxbai,64,mlp,num_layers-3_dropout-0.2,950,0.9576,0.9648,0.9504,0.9511,0.9648,0.9576,4752,248,176,4824
mxbai,64,mlp,num_layers-3_dropout-0.2,686,0.9594,0.9662,0.9526,0.9532,0.9662,0.9594,4763,237,169,4831
mxbai,64,mlp,num_layers-3_dropout-0.2,319,0.9570,0.9706,0.9434,0.9449,0.9706,0.9569,4717,283,147,4853
mxbai,64,mlp,num_layers-3_dropout-0.2,84,0.9578,0.9624,0.9532,0.9536,0.9624,0.9578,4766,234,188,4812
mxbai,64,mlp,num_layers-3_dropout-0.3,823,0.9552,0.9618,0.9486,0.9493,0.9618,0.9552,4743,257,191,4809
mxbai,64,mlp,num_layers-3_dropout-0.3,950,0.9560,0.9616,0.9504,0.9509,0.9616,0.9560,4752,248,192,4808
mxbai,64,mlp,num_layers-3_dropout-0.3,686,0.9572,0.9632,0.9512,0.9518,0.9632,0.9572,4756,244,184,4816
mxbai,64,mlp,num_layers-3_dropout-0.3,319,0.9532,0.9646,0.9418,0.9431,0.9646,0.9531,4709,291,177,4823
mxbai,64,mlp,num_layers-3_dropout-0.3,84,0.9550,0.9606,0.9494,0.9500,0.9606,0.9550,4747,253,197,4803
nomic128,128,svm,kernel-linear,823,0.9613,0.9688,0.9538,0.9545,0.9688,0.9613,4769,231,156,4844
nomic128,128,svm,kernel-poly,823,0.9860,0.9898,0.9822,0.9823,0.9898,0.9860,4911,89,51,4949
nomic128,128,svm,kernel-rbf,823,0.9825,0.9880,0.9770,0.9773,0.9880,0.9825,4885,115,60,4940
nomic128,128,svm,kernel-sigmoid,823,0.9265,0.9286,0.9244,0.9247,0.9286,0.9265,4622,378,357,4643
nomic128,128,logistic_regression,max_iter-50,823,0.9578,0.9662,0.9494,0.9502,0.9662,0.9578,4747,253,169,4831
nomic128,128,logistic_regression,max_iter-100,823,0.9578,0.9662,0.9494,0.9502,0.9662,0.9578,4747,253,169,4831
nomic128,128,logistic_regression,max_iter-500,823,0.9578,0.9662,0.9494,0.9502,0.9662,0.9578,4747,253,169,4831
nomic128,128,random_forest,n_estimators-80,823,0.9598,0.9650,0.9546,0.9551,0.9650,0.9598,4773,227,175,4825
nomic128,128,random_forest,n_estimators-80,950,0.9610,0.9656,0.9564,0.9568,0.9656,0.9610,4782,218,172,4828
nomic128,128,random_forest,n_estimators-80,686,0.9588,0.9622,0.9554,0.9557,0.9622,0.9588,4777,223,189,4811
nomic128,128,random_forest,n_estimators-80,319,0.9604,0.9632,0.9576,0.9578,0.9632,0.9604,4788,212,184,4816
nomic128,128,random_forest,n_estimators-80,84,0.9572,0.9590,0.9554,0.9556,0.9590,0.9572,4777,223,205,4795
nomic128,128,random_forest,n_estimators-100,823,0.9599,0.9640,0.9558,0.9562,0.9640,0.9599,4779,221,180,4820
nomic128,128,random_forest,n_estimators-100,950,0.9612,0.9656,0.9568,0.9572,0.9656,0.9612,4784,216,172,4828
nomic128,128,random_forest,n_estimators-100,686,0.9580,0.9618,0.9542,0.9545,0.9618,0.9580,4771,229,191,4809
nomic128,128,random_forest,n_estimators-100,319,0.9607,0.9654,0.9560,0.9564,0.9654,0.9607,4780,220,173,4827
nomic128,128,random_forest,n_estimators-100,84,0.9581,0.9602,0.9560,0.9562,0.9602,0.9581,4780,220,199,4801
nomic128,128,random_forest,n_estimators-200,823,0.9603,0.9652,0.9554,0.9558,0.9652,0.9603,4777,223,174,4826
nomic128,128,random_forest,n_estimators-200,950,0.9611,0.9656,0.9566,0.9570,0.9656,0.9611,4783,217,172,4828
nomic128,128,random_forest,n_estimators-200,686,0.9592,0.9634,0.9550,0.9554,0.9634,0.9592,4775,225,183,4817
nomic128,128,random_forest,n_estimators-200,319,0.9615,0.9658,0.9572,0.9576,0.9658,0.9615,4786,214,171,4829
nomic128,128,random_forest,n_estimators-200,84,0.9594,0.9628,0.9560,0.9563,0.9628,0.9594,4780,220,186,4814
nomic128,128,naive_bayes,none-n,823,0.9142,0.9254,0.9030,0.9051,0.9254,0.9141,4515,485,373,4627
nomic128,128,naive_bayes,none-o,823,0.9142,0.9254,0.9030,0.9051,0.9254,0.9141,4515,485,373,4627
nomic128,128,naive_bayes,none-n,823,0.9142,0.9254,0.9030,0.9051,0.9254,0.9141,4515,485,373,4627
nomic128,128,naive_bayes,none-e,823,0.9142,0.9254,0.9030,0.9051,0.9254,0.9141,4515,485,373,4627
nomic128,128,mlp,num_layers-2_dropout-0.1,823,0.9661,0.9720,0.9602,0.9607,0.9720,0.9661,4801,199,140,4860
nomic128,128,mlp,num_layers-2_dropout-0.1,950,0.9682,0.9752,0.9612,0.9617,0.9752,0.9682,4806,194,124,4876
nomic128,128,mlp,num_layers-2_dropout-0.1,686,0.9659,0.9716,0.9602,0.9606,0.9716,0.9659,4801,199,142,4858
nomic128,128,mlp,num_layers-2_dropout-0.1,319,0.9653,0.9654,0.9652,0.9652,0.9654,0.9653,4826,174,173,4827
nomic128,128,mlp,num_layers-2_dropout-0.1,84,0.9666,0.9716,0.9616,0.9620,0.9716,0.9666,4808,192,142,4858
nomic128,128,mlp,num_layers-2_dropout-0.2,823,0.9655,0.9718,0.9592,0.9597,0.9718,0.9655,4796,204,141,4859
nomic128,128,mlp,num_layers-2_dropout-0.2,950,0.9679,0.9758,0.9600,0.9606,0.9758,0.9679,4800,200,121,4879
nomic128,128,mlp,num_layers-2_dropout-0.2,686,0.9654,0.9702,0.9606,0.9610,0.9702,0.9654,4803,197,149,4851
nomic128,128,mlp,num_layers-2_dropout-0.2,319,0.9647,0.9640,0.9654,0.9654,0.9640,0.9647,4827,173,180,4820
nomic128,128,mlp,num_layers-2_dropout-0.2,84,0.9668,0.9716,0.9620,0.9624,0.9716,0.9668,4810,190,142,4858
nomic128,128,mlp,num_layers-2_dropout-0.3,823,0.9660,0.9720,0.9600,0.9605,0.9720,0.9660,4800,200,140,4860
nomic128,128,mlp,num_layers-2_dropout-0.3,950,0.9669,0.9748,0.9590,0.9596,0.9748,0.9669,4795,205,126,4874
nomic128,128,mlp,num_layers-2_dropout-0.3,686,0.9660,0.9714,0.9606,0.9610,0.9714,0.9660,4803,197,143,4857
nomic128,128,mlp,num_layers-2_dropout-0.3,319,0.9653,0.9656,0.9650,0.9650,0.9656,0.9653,4825,175,172,4828
nomic128,128,mlp,num_layers-2_dropout-0.3,84,0.9666,0.9712,0.9620,0.9623,0.9712,0.9666,4810,190,144,4856
nomic128,128,mlp,num_layers-3_dropout-0.1,823,0.9808,0.9842,0.9774,0.9776,0.9842,0.9808,4887,113,79,4921
nomic128,128,mlp,num_layers-3_dropout-0.1,950,0.9798,0.9828,0.9768,0.9769,0.9828,0.9798,4884,116,86,4914
nomic128,128,mlp,num_layers-3_dropout-0.1,686,0.9787,0.9880,0.9694,0.9700,0.9880,0.9787,4847,153,60,4940
nomic128,128,mlp,num_layers-3_dropout-0.1,319,0.9771,0.9726,0.9816,0.9814,0.9726,0.9771,4908,92,137,4863
nomic128,128,mlp,num_layers-3_dropout-0.1,84,0.9785,0.9810,0.9760,0.9761,0.9810,0.9785,4880,120,95,4905
nomic128,128,mlp,num_layers-3_dropout-0.2,823,0.9802,0.9834,0.9770,0.9771,0.9834,0.9802,4885,115,83,4917
nomic128,128,mlp,num_layers-3_dropout-0.2,950,0.9793,0.9834,0.9752,0.9754,0.9834,0.9793,4876,124,83,4917
nomic128,128,mlp,num_layers-3_dropout-0.2,686,0.9789,0.9862,0.9716,0.9720,0.9862,0.9789,4858,142,69,4931
nomic128,128,mlp,num_layers-3_dropout-0.2,319,0.9766,0.9746,0.9786,0.9785,0.9746,0.9766,4893,107,127,4873
nomic128,128,mlp,num_layers-3_dropout-0.2,84,0.9776,0.9812,0.9740,0.9742,0.9812,0.9776,4870,130,94,4906
nomic128,128,mlp,num_layers-3_dropout-0.3,823,0.9797,0.9846,0.9748,0.9750,0.9846,0.9797,4874,126,77,4923
nomic128,128,mlp,num_layers-3_dropout-0.3,950,0.9775,0.9808,0.9742,0.9744,0.9808,0.9775,4871,129,96,4904
nomic128,128,mlp,num_layers-3_dropout-0.3,686,0.9772,0.9838,0.9706,0.9710,0.9838,0.9772,4853,147,81,4919
nomic128,128,mlp,num_layers-3_dropout-0.3,319,0.9767,0.9768,0.9766,0.9766,0.9768,0.9767,4883,117,116,4884
nomic128,128,mlp,num_layers-3_dropout-0.3,84,0.9769,0.9808,0.9730,0.9732,0.9808,0.9769,4865,135,96,4904
nomic256,256,svm,kernel-linear,823,0.9807,0.9832,0.9782,0.9783,0.9832,0.9807,4891,109,84,4916
nomic256,256,svm,kernel-poly,823,0.9906,0.9918,0.9894,0.9894,0.9918,0.9906,4947,53,41,4959
nomic256,256,svm,kernel-rbf,823,0.9883,0.9902,0.9864,0.9865,0.9902,0.9883,4932,68,49,4951
nomic256,256,svm,kernel-sigmoid,823,0.9594,0.9674,0.9514,0.9522,0.9674,0.9594,4757,243,163,4837
nomic256,256,logistic_regression,max_iter-50,823,0.9748,0.9794,0.9702,0.9705,0.9794,0.9748,4851,149,103,4897
nomic256,256,logistic_regression,max_iter-100,823,0.9748,0.9794,0.9702,0.9705,0.9794,0.9748,4851,149,103,4897
nomic256,256,logistic_regression,max_iter-500,823,0.9748,0.9794,0.9702,0.9705,0.9794,0.9748,4851,149,103,4897
nomic256,256,random_forest,n_estimators-80,823,0.9695,0.9760,0.9630,0.9635,0.9760,0.9695,4815,185,120,4880
nomic256,256,random_forest,n_estimators-80,950,0.9685,0.9732,0.9638,0.9641,0.9732,0.9685,4819,181,134,4866
nomic256,256,random_forest,n_estimators-80,686,0.9703,0.9778,0.9628,0.9633,0.9778,0.9703,4814,186,111,4889
nomic256,256,random_forest,n_estimators-80,319,0.9670,0.9730,0.9610,0.9615,0.9730,0.9670,4805,195,135,4865
nomic256,256,random_forest,n_estimators-80,84,0.9677,0.9748,0.9606,0.9612,0.9748,0.9677,4803,197,126,4874
nomic256,256,random_forest,n_estimators-100,823,0.9690,0.9748,0.9632,0.9636,0.9748,0.9690,4816,184,126,4874
nomic256,256,random_forest,n_estimators-100,950,0.9692,0.9746,0.9638,0.9642,0.9746,0.9692,4819,181,127,4873
nomic256,256,random_forest,n_estimators-100,686,0.9706,0.9776,0.9636,0.9641,0.9776,0.9706,4818,182,112,4888
nomic256,256,random_forest,n_estimators-100,319,0.9706,0.9770,0.9642,0.9647,0.9770,0.9706,4821,179,115,4885
nomic256,256,random_forest,n_estimators-100,84,0.9694,0.9768,0.9620,0.9626,0.9768,0.9694,4810,190,116,4884
nomic256,256,random_forest,n_estimators-200,823,0.9721,0.9796,0.9646,0.9651,0.9796,0.9721,4823,177,102,4898
nomic256,256,random_forest,n_estimators-200,950,0.9701,0.9784,0.9618,0.9624,0.9784,0.9701,4809,191,108,4892
nomic256,256,random_forest,n_estimators-200,686,0.9726,0.9812,0.9640,0.9646,0.9812,0.9726,4820,180,94,4906
nomic256,256,random_forest,n_estimators-200,319,0.9702,0.9780,0.9624,0.9630,0.9780,0.9702,4812,188,110,4890
nomic256,256,random_forest,n_estimators-200,84,0.9714,0.9798,0.9630,0.9636,0.9798,0.9714,4815,185,101,4899
nomic256,256,naive_bayes,none-n,823,0.9402,0.9608,0.9196,0.9228,0.9608,0.9400,4598,402,196,4804
nomic256,256,naive_bayes,none-o,823,0.9402,0.9608,0.9196,0.9228,0.9608,0.9400,4598,402,196,4804
nomic256,256,naive_bayes,none-n,823,0.9402,0.9608,0.9196,0.9228,0.9608,0.9400,4598,402,196,4804
nomic256,256,naive_bayes,none-e,823,0.9402,0.9608,0.9196,0.9228,0.9608,0.9400,4598,402,196,4804
nomic256,256,mlp,num_layers-2_dropout-0.1,823,0.9787,0.9796,0.9778,0.9778,0.9796,0.9787,4889,111,102,4898
nomic256,256,mlp,num_layers-2_dropout-0.1,950,0.9796,0.9794,0.9798,0.9798,0.9794,0.9796,4899,101,103,4897
nomic256,256,mlp,num_layers-2_dropout-0.1,686,0.9775,0.9734,0.9816,0.9814,0.9734,0.9775,4908,92,133,4867
nomic256,256,mlp,num_layers-2_dropout-0.1,319,0.9798,0.9832,0.9764,0.9766,0.9832,0.9798,4882,118,84,4916
nomic256,256,mlp,num_layers-2_dropout-0.1,84,0.9795,0.9830,0.9760,0.9762,0.9830,0.9795,4880,120,85,4915
nomic256,256,mlp,num_layers-2_dropout-0.2,823,0.9785,0.9802,0.9768,0.9769,0.9802,0.9785,4884,116,99,4901
nomic256,256,mlp,num_layers-2_dropout-0.2,950,0.9791,0.9784,0.9798,0.9798,0.9784,0.9791,4899,101,108,4892
nomic256,256,mlp,num_layers-2_dropout-0.2,686,0.9771,0.9726,0.9816,0.9814,0.9726,0.9771,4908,92,137,4863
nomic256,256,mlp,num_layers-2_dropout-0.2,319,0.9793,0.9826,0.9760,0.9762,0.9826,0.9793,4880,120,87,4913
nomic256,256,mlp,num_layers-2_dropout-0.2,84,0.9790,0.9816,0.9764,0.9765,0.9816,0.9790,4882,118,92,4908
nomic256,256,mlp,num_layers-2_dropout-0.3,823,0.9782,0.9798,0.9766,0.9767,0.9798,0.9782,4883,117,101,4899
nomic256,256,mlp,num_layers-2_dropout-0.3,950,0.9783,0.9774,0.9792,0.9792,0.9774,0.9783,4896,104,113,4887
nomic256,256,mlp,num_layers-2_dropout-0.3,686,0.9772,0.9738,0.9806,0.9805,0.9738,0.9772,4903,97,131,4869
nomic256,256,mlp,num_layers-2_dropout-0.3,319,0.9784,0.9816,0.9752,0.9754,0.9816,0.9784,4876,124,92,4908
nomic256,256,mlp,num_layers-2_dropout-0.3,84,0.9785,0.9804,0.9766,0.9767,0.9804,0.9785,4883,117,98,4902
nomic256,256,mlp,num_layers-3_dropout-0.1,823,0.9860,0.9854,0.9866,0.9866,0.9854,0.9860,4933,67,73,4927
nomic256,256,mlp,num_layers-3_dropout-0.1,950,0.9856,0.9868,0.9844,0.9844,0.9868,0.9856,4922,78,66,4934
nomic256,256,mlp,num_layers-3_dropout-0.1,686,0.9853,0.9866,0.9840,0.9840,0.9866,0.9853,4920,80,67,4933
nomic256,256,mlp,num_layers-3_dropout-0.1,319,0.9862,0.9882,0.9842,0.9843,0.9882,0.9862,4921,79,59,4941
nomic256,256,mlp,num_layers-3_dropout-0.1,84,0.9842,0.9834,0.9850,0.9850,0.9834,0.9842,4925,75,83,4917
nomic256,256,mlp,num_layers-3_dropout-0.2,823,0.9858,0.9852,0.9864,0.9864,0.9852,0.9858,4932,68,74,4926
nomic256,256,mlp,num_layers-3_dropout-0.2,950,0.9855,0.9860,0.9850,0.9850,0.9860,0.9855,4925,75,70,4930
nomic256,256,mlp,num_layers-3_dropout-0.2,686,0.9852,0.9864,0.9840,0.9840,0.9864,0.9852,4920,80,68,4932
nomic256,256,mlp,num_layers-3_dropout-0.2,319,0.9860,0.9892,0.9828,0.9829,0.9892,0.9860,4914,86,54,4946
nomic256,256,mlp,num_layers-3_dropout-0.2,84,0.9842,0.9840,0.9844,0.9844,0.9840,0.9842,4922,78,80,4920
nomic256,256,mlp,num_layers-3_dropout-0.3,823,0.9850,0.9854,0.9846,0.9846,0.9854,0.9850,4923,77,73,4927
nomic256,256,mlp,num_layers-3_dropout-0.3,950,0.9853,0.9850,0.9856,0.9856,0.9850,0.9853,4928,72,75,4925
nomic256,256,mlp,num_layers-3_dropout-0.3,686,0.9855,0.9854,0.9856,0.9856,0.9854,0.9855,4928,72,73,4927
nomic256,256,mlp,num_layers-3_dropout-0.3,319,0.9844,0.9876,0.9812,0.9813,0.9876,0.9844,4906,94,62,4938
nomic256,256,mlp,num_layers-3_dropout-0.3,84,0.9842,0.9856,0.9828,0.9828,0.9856,0.9842,4914,86,72,4928
nomic512,512,svm,kernel-linear,823,0.9847,0.9880,0.9814,0.9815,0.9880,0.9847,4907,93,60,4940
nomic512,512,svm,kernel-poly,823,0.9921,0.9940,0.9902,0.9902,0.9940,0.9921,4951,49,30,4970
nomic512,512,svm,kernel-rbf,823,0.9909,0.9928,0.9890,0.9890,0.9928,0.9909,4945,55,36,4964
nomic512,512,svm,kernel-sigmoid,823,0.9704,0.9748,0.9660,0.9663,0.9748,0.9704,4830,170,126,4874
nomic512,512,logistic_regression,max_iter-50,823,0.9802,0.9846,0.9758,0.9760,0.9846,0.9802,4879,121,77,4923
nomic512,512,logistic_regression,max_iter-100,823,0.9802,0.9846,0.9758,0.9760,0.9846,0.9802,4879,121,77,4923
nomic512,512,logistic_regression,max_iter-500,823,0.9802,0.9846,0.9758,0.9760,0.9846,0.9802,4879,121,77,4923
nomic512,512,random_forest,n_estimators-80,823,0.9733,0.9810,0.9656,0.9661,0.9810,0.9733,4828,172,95,4905
nomic512,512,random_forest,n_estimators-80,950,0.9717,0.9794,0.9640,0.9645,0.9794,0.9717,4820,180,103,4897
nomic512,512,random_forest,n_estimators-80,686,0.9721,0.9794,0.9648,0.9653,0.9794,0.9721,4824,176,103,4897
nomic512,512,random_forest,n_estimators-80,319,0.9713,0.9788,0.9638,0.9643,0.9788,0.9713,4819,181,106,4894
nomic512,512,random_forest,n_estimators-80,84,0.9710,0.9790,0.9630,0.9636,0.9790,0.9710,4815,185,105,4895
nomic512,512,random_forest,n_estimators-100,823,0.9739,0.9824,0.9654,0.9660,0.9824,0.9739,4827,173,88,4912
nomic512,512,random_forest,n_estimators-100,950,0.9716,0.9780,0.9652,0.9656,0.9780,0.9716,4826,174,110,4890
nomic512,512,random_forest,n_estimators-100,686,0.9719,0.9802,0.9636,0.9642,0.9802,0.9719,4818,182,99,4901
nomic512,512,random_forest,n_estimators-100,319,0.9721,0.9806,0.9636,0.9642,0.9806,0.9721,4818,182,97,4903
nomic512,512,random_forest,n_estimators-100,84,0.9723,0.9792,0.9654,0.9659,0.9792,0.9723,4827,173,104,4896
nomic512,512,random_forest,n_estimators-200,823,0.9744,0.9828,0.9660,0.9666,0.9828,0.9744,4830,170,86,4914
nomic512,512,random_forest,n_estimators-200,950,0.9732,0.9812,0.9652,0.9657,0.9812,0.9732,4826,174,94,4906
nomic512,512,random_forest,n_estimators-200,686,0.9741,0.9822,0.9660,0.9665,0.9822,0.9741,4830,170,89,4911
nomic512,512,random_forest,n_estimators-200,319,0.9748,0.9838,0.9658,0.9664,0.9838,0.9748,4829,171,81,4919
nomic512,512,random_forest,n_estimators-200,84,0.9731,0.9810,0.9652,0.9657,0.9810,0.9731,4826,174,95,4905
nomic512,512,naive_bayes,none-n,823,0.9443,0.9668,0.9218,0.9252,0.9668,0.9440,4609,391,166,4834
nomic512,512,naive_bayes,none-o,823,0.9443,0.9668,0.9218,0.9252,0.9668,0.9440,4609,391,166,4834
nomic512,512,naive_bayes,none-n,823,0.9443,0.9668,0.9218,0.9252,0.9668,0.9440,4609,391,166,4834
nomic512,512,naive_bayes,none-e,823,0.9443,0.9668,0.9218,0.9252,0.9668,0.9440,4609,391,166,4834
nomic512,512,mlp,num_layers-2_dropout-0.1,823,0.9839,0.9810,0.9868,0.9867,0.9810,0.9839,4934,66,95,4905
nomic512,512,mlp,num_layers-2_dropout-0.1,950,0.9851,0.9876,0.9826,0.9827,0.9876,0.9851,4913,87,62,4938
nomic512,512,mlp,num_layers-2_dropout-0.1,686,0.9847,0.9852,0.9842,0.9842,0.9852,0.9847,4921,79,74,4926
nomic512,512,mlp,num_layers-2_dropout-0.1,319,0.9851,0.9864,0.9838,0.9838,0.9864,0.9851,4919,81,68,4932
nomic512,512,mlp,num_layers-2_dropout-0.1,84,0.9845,0.9846,0.9844,0.9844,0.9846,0.9845,4922,78,77,4923
nomic512,512,mlp,num_layers-2_dropout-0.2,823,0.9838,0.9808,0.9868,0.9867,0.9808,0.9838,4934,66,96,4904
nomic512,512,mlp,num_layers-2_dropout-0.2,950,0.9854,0.9880,0.9828,0.9829,0.9880,0.9854,4914,86,60,4940
nomic512,512,mlp,num_layers-2_dropout-0.2,686,0.9846,0.9854,0.9838,0.9838,0.9854,0.9846,4919,81,73,4927
nomic512,512,mlp,num_layers-2_dropout-0.2,319,0.9846,0.9856,0.9836,0.9836,0.9856,0.9846,4918,82,72,4928
nomic512,512,mlp,num_layers-2_dropout-0.2,84,0.9844,0.9842,0.9846,0.9846,0.9842,0.9844,4923,77,79,4921
nomic512,512,mlp,num_layers-2_dropout-0.3,823,0.9830,0.9794,0.9866,0.9865,0.9794,0.9830,4933,67,103,4897
nomic512,512,mlp,num_layers-2_dropout-0.3,950,0.9851,0.9874,0.9828,0.9829,0.9874,0.9851,4914,86,63,4937
nomic512,512,mlp,num_layers-2_dropout-0.3,686,0.9839,0.9848,0.9830,0.9830,0.9848,0.9839,4915,85,76,4924
nomic512,512,mlp,num_layers-2_dropout-0.3,319,0.9844,0.9858,0.9830,0.9830,0.9858,0.9844,4915,85,71,4929
nomic512,512,mlp,num_layers-2_dropout-0.3,84,0.9846,0.9844,0.9848,0.9848,0.9844,0.9846,4924,76,78,4922
nomic512,512,mlp,num_layers-3_dropout-0.1,823,0.9879,0.9830,0.9928,0.9927,0.9830,0.9879,4964,36,85,4915
nomic512,512,mlp,num_layers-3_dropout-0.1,950,0.9885,0.9880,0.9890,0.9890,0.9880,0.9885,4945,55,60,4940
nomic512,512,mlp,num_layers-3_dropout-0.1,686,0.9885,0.9900,0.9870,0.9870,0.9900,0.9885,4935,65,50,4950
nomic512,512,mlp,num_layers-3_dropout-0.1,319,0.9897,0.9892,0.9902,0.9902,0.9892,0.9897,4951,49,54,4946
nomic512,512,mlp,num_layers-3_dropout-0.1,84,0.9890,0.9876,0.9904,0.9904,0.9876,0.9890,4952,48,62,4938
nomic512,512,mlp,num_layers-3_dropout-0.2,823,0.9878,0.9834,0.9922,0.9921,0.9834,0.9878,4961,39,83,4917
nomic512,512,mlp,num_layers-3_dropout-0.2,950,0.9886,0.9882,0.9890,0.9890,0.9882,0.9886,4945,55,59,4941
nomic512,512,mlp,num_layers-3_dropout-0.2,686,0.9883,0.9890,0.9876,0.9876,0.9890,0.9883,4938,62,55,4945
nomic512,512,mlp,num_layers-3_dropout-0.2,319,0.9896,0.9896,0.9896,0.9896,0.9896,0.9896,4948,52,52,4948
nomic512,512,mlp,num_layers-3_dropout-0.2,84,0.9885,0.9862,0.9908,0.9908,0.9862,0.9885,4954,46,69,4931
nomic512,512,mlp,num_layers-3_dropout-0.3,823,0.9880,0.9842,0.9918,0.9917,0.9842,0.9880,4959,41,79,4921
nomic512,512,mlp,num_layers-3_dropout-0.3,950,0.9882,0.9880,0.9884,0.9884,0.9880,0.9882,4942,58,60,4940
nomic512,512,mlp,num_layers-3_dropout-0.3,686,0.9880,0.9884,0.9876,0.9876,0.9884,0.9880,4938,62,58,4942
nomic512,512,mlp,num_layers-3_dropout-0.3,319,0.9898,0.9908,0.9888,0.9888,0.9908,0.9898,4944,56,46,4954
nomic512,512,mlp,num_layers-3_dropout-0.3,84,0.9885,0.9880,0.9890,0.9890,0.9880,0.9885,4945,55,60,4940
nomic64,64,svm,kernel-linear,823,0.9295,0.9382,0.9208,0.9222,0.9382,0.9295,4604,396,309,4691
nomic64,64,svm,kernel-poly,823,0.9714,0.9764,0.9664,0.9667,0.9764,0.9714,4832,168,118,4882
nomic64,64,svm,kernel-rbf,823,0.9673,0.9734,0.9612,0.9617,0.9734,0.9673,4806,194,133,4867
nomic64,64,svm,kernel-sigmoid,823,0.8672,0.8584,0.8760,0.8738,0.8584,0.8672,4380,620,708,4292
nomic64,64,logistic_regression,max_iter-50,823,0.9287,0.9334,0.9240,0.9247,0.9334,0.9287,4620,380,333,4667
nomic64,64,logistic_regression,max_iter-100,823,0.9287,0.9334,0.9240,0.9247,0.9334,0.9287,4620,380,333,4667
nomic64,64,logistic_regression,max_iter-500,823,0.9287,0.9334,0.9240,0.9247,0.9334,0.9287,4620,380,333,4667
nomic64,64,random_forest,n_estimators-80,823,0.9457,0.9436,0.9478,0.9476,0.9436,0.9457,4739,261,282,4718
nomic64,64,random_forest,n_estimators-80,950,0.9447,0.9448,0.9446,0.9446,0.9448,0.9447,4723,277,276,4724
nomic64,64,random_forest,n_estimators-80,686,0.9462,0.9460,0.9464,0.9464,0.9460,0.9462,4732,268,270,4730
nomic64,64,random_forest,n_estimators-80,319,0.9461,0.9428,0.9494,0.9491,0.9428,0.9461,4747,253,286,4714
nomic64,64,random_forest,n_estimators-80,84,0.9462,0.9432,0.9492,0.9489,0.9432,0.9462,4746,254,284,4716
nomic64,64,random_forest,n_estimators-100,823,0.9473,0.9452,0.9494,0.9492,0.9452,0.9473,4747,253,274,4726
nomic64,64,random_forest,n_estimators-100,950,0.9472,0.9474,0.9470,0.9470,0.9474,0.9472,4735,265,263,4737
nomic64,64,random_forest,n_estimators-100,686,0.9464,0.9454,0.9474,0.9473,0.9454,0.9464,4737,263,273,4727
nomic64,64,random_forest,n_estimators-100,319,0.9458,0.9426,0.9490,0.9487,0.9426,0.9458,4745,255,287,4713
nomic64,64,random_forest,n_estimators-100,84,0.9467,0.9442,0.9492,0.9489,0.9442,0.9467,4746,254,279,4721
nomic64,64,random_forest,n_estimators-200,823,0.9471,0.9458,0.9484,0.9483,0.9458,0.9471,4742,258,271,4729
nomic64,64,random_forest,n_estimators-200,950,0.9486,0.9478,0.9494,0.9493,0.9478,0.9486,4747,253,261,4739
nomic64,64,random_forest,n_estimators-200,686,0.9487,0.9476,0.9498,0.9497,0.9476,0.9487,4749,251,262,4738
nomic64,64,random_forest,n_estimators-200,319,0.9482,0.9472,0.9492,0.9491,0.9472,0.9482,4746,254,264,4736
nomic64,64,random_forest,n_estimators-200,84,0.9491,0.9474,0.9508,0.9506,0.9474,0.9491,4754,246,263,4737
nomic64,64,naive_bayes,none-n,823,0.8924,0.8936,0.8912,0.8915,0.8936,0.8924,4456,544,532,4468
nomic64,64,naive_bayes,none-o,823,0.8924,0.8936,0.8912,0.8915,0.8936,0.8924,4456,544,532,4468
nomic64,64,naive_bayes,none-n,823,0.8924,0.8936,0.8912,0.8915,0.8936,0.8924,4456,544,532,4468
nomic64,64,naive_bayes,none-e,823,0.8924,0.8936,0.8912,0.8915,0.8936,0.8924,4456,544,532,4468
nomic64,64,mlp,num_layers-2_dropout-0.1,823,0.9400,0.9448,0.9352,0.9358,0.9448,0.9400,4676,324,276,4724
nomic64,64,mlp,num_layers-2_dropout-0.1,950,0.9434,0.9506,0.9362,0.9371,0.9506,0.9434,4681,319,247,4753
nomic64,64,mlp,num_layers-2_dropout-0.1,686,0.9419,0.9498,0.9340,0.9350,0.9498,0.9419,4670,330,251,4749
nomic64,64,mlp,num_layers-2_dropout-0.1,319,0.9448,0.9494,0.9402,0.9407,0.9494,0.9448,4701,299,253,4747
nomic64,64,mlp,num_layers-2_dropout-0.1,84,0.9411,0.9508,0.9314,0.9327,0.9508,0.9411,4657,343,246,4754
nomic64,64,mlp,num_layers-2_dropout-0.2,823,0.9403,0.9444,0.9362,0.9367,0.9444,0.9403,4681,319,278,4722
nomic64,64,mlp,num_layers-2_dropout-0.2,950,0.9428,0.9496,0.9360,0.9369,0.9496,0.9428,4680,320,252,4748
nomic64,64,mlp,num_layers-2_dropout-0.2,686,0.9414,0.9492,0.9336,0.9346,0.9492,0.9414,4668,332,254,4746
nomic64,64,mlp,num_layers-2_dropout-0.2,319,0.9440,0.9500,0.9380,0.9387,0.9500,0.9440,4690,310,250,4750
